4911	4635	0	1.0
4476	2110	0	1.0
5470	3146	0	1.0
2765	3589	0	1.0
2456	8700	0	1.0
7054	1731	0	1.0
767	720	0	1.0
5810	4601	0	1.0
8837	1302	0	1.0
1118	7535	0	1.0
95	1719	0	1.0
3998	76	0	1.0
7468	1754	0	1.0
7452	8837	0	1.0
5779	694	0	1.0
3108	4250	0	1.0
5061	5209	0	1.0
8444	227	0	1.0
5806	834	0	1.0
6436	4627	0	1.0
1294	4748	0	1.0
5037	4595	0	1.0
5111	7353	0	1.0
8820	8830	0	1.0
8473	1712	0	1.0
284	5653	0	1.0
957	3699	0	1.0
772	5448	0	1.0
3455	609	0	1.0
1525	3962	0	1.0
3599	2195	0	1.0
1301	6055	0	1.0
5748	1715	0	1.0
8181	40	0	1.0
4547	2918	0	1.0
4242	1304	0	1.0
7259	908	0	1.0
7363	4224	0	1.0
2699	5367	0	1.0
3897	1131	0	1.0
7256	8370	0	1.0
4314	8786	0	1.0
1918	6529	0	1.0
5315	7078	0	1.0
7296	6697	0	1.0
1258	7967	0	1.0
5691	6041	0	1.0
5102	2014	0	1.0
5989	3887	0	1.0
5991	7275	0	1.0
524	2664	0	1.0
3980	8137	0	1.0
2661	215	0	1.0
300	4224	0	1.0
8823	2372	0	1.0
6070	3946	0	1.0
7455	5935	0	1.0
7397	5115	0	1.0
1438	7655	0	1.0
1024	477	0	1.0
341	1323	0	1.0
1827	5073	0	1.0
8242	834	0	1.0
6595	7332	0	1.0
1615	7156	0	1.0
8362	8220	0	1.0
371	7805	0	1.0
4003	5120	0	1.0
3840	1303	0	1.0
8851	609	0	1.0
2174	5974	0	1.0
4213	1258	0	1.0
3582	8106	0	1.0
7025	5392	0	1.0
2834	908	0	1.0
2922	2176	0	1.0
4399	5433	0	1.0
2084	7805	0	1.0
7436	2014	0	1.0
4239	5328	0	1.0
383	1536	0	1.0
7186	134	0	1.0
4999	4233	0	1.0
26	1952	0	1.0
7807	4765	0	1.0
7715	7312	0	1.0
6086	3276	0	1.0
132	516	0	1.0
6766	2854	0	1.0
268	708	0	1.0
3704	7232	0	1.0
4063	5988	0	1.0
4310	234	0	1.0
7664	2227	0	1.0
1700	1473	0	1.0
4076	1567	0	1.0
5378	6475	0	1.0
7259	870	0	1.0
8640	6	0	1.0
8465	4601	0	1.0
4431	7596	0	1.0
3322	1317	0	1.0
1731	2905	0	1.0
8321	7823	0	1.0
