286	2989	0	1.0
2549	3272	0	1.0
6817	5208	0	1.0
7665	6948	0	1.0
6814	2805	0	1.0
2220	719	0	1.0
3858	3339	0	1.0
5241	243	0	1.0
1989	305	0	1.0
6137	6708	0	1.0
3632	4063	0	1.0
4690	3156	0	1.0
1077	5105	0	1.0
7442	4984	0	1.0
3526	7178	0	1.0
5022	3143	0	1.0
775	2895	0	1.0
4634	6277	0	1.0
2321	5774	0	1.0
2316	4928	0	1.0
331	3143	0	1.0
3861	4313	0	1.0
2041	5073	0	1.0
6651	1683	0	1.0
288	6835	0	1.0
7690	4794	0	1.0
863	5806	0	1.0
4006	1587	0	1.0
1203	4650	0	1.0
7442	5927	0	1.0
4692	960	0	1.0
5815	633	0	1.0
684	1190	0	1.0
3750	7463	0	1.0
6943	782	0	1.0
6061	4386	0	1.0
5388	7389	0	1.0
2	195	0	1.0
2379	3250	0	1.0
3953	4794	0	1.0
3254	462	0	1.0
7517	3821	0	1.0
4690	1145	0	1.0
6432	3512	0	1.0
2234	782	0	1.0
7674	6647	0	1.0
4096	5490	0	1.0
2987	1562	0	1.0
5146	5620	0	1.0
6851	3714	0	1.0
601	6313	0	1.0
4937	4992	0	1.0
1172	7053	0	1.0
5198	204	0	1.0
1097	3934	0	1.0
4644	2666	0	1.0
3770	904	0	1.0
87	6835	0	1.0
6373	5207	0	1.0
4283	558	0	1.0
2702	2676	0	1.0
6543	4606	0	1.0
3198	3192	0	1.0
7721	1739	0	1.0
731	6887	0	1.0
123	3550	0	1.0
4382	1708	0	1.0
451	1250	0	1.0
7068	7331	0	1.0
1186	6226	0	1.0
7752	3394	0	1.0
7283	4172	0	1.0
3265	7260	0	1.0
584	1073	0	1.0
4136	3870	0	1.0
6093	4179	0	1.0
2873	7483	0	1.0
1774	1642	0	1.0
4298	7240	0	1.0
5483	5302	0	1.0
6720	3308	0	1.0
25	1838	0	1.0
3529	5007	0	1.0
198	3088	0	1.0
718	2073	0	1.0
364	719	0	1.0
802	1562	0	1.0
4752	6602	0	1.0
7728	5256	0	1.0
4989	973	0	1.0
34	1515	0	1.0
2883	3945	0	1.0
6138	4600	0	1.0
3809	7607	0	1.0
7571	4079	0	1.0
2600	1268	0	1.0
1179	2942	0	1.0
2146	564	0	1.0
1433	5256	0	1.0
6674	720	0	1.0
1953	1728	0	1.0
6451	6606	0	1.0
1033	958	0	1.0
2820	7592	0	1.0
5007	30	0	1.0
1651	1512	0	1.0
404	2202	0	1.0
