5161	6426	0	1.0
3184	2950	0	1.0
6141	3587	0	1.0
6474	2663	0	1.0
6624	3287	0	1.0
6055	1546	0	1.0
1804	1813	0	1.0
6429	6372	0	1.0
914	6902	0	1.0
2489	708	0	1.0
6711	4757	0	1.0
1854	6869	0	1.0
4855	6672	0	1.0
4557	3473	0	1.0
3683	270	0	1.0
3515	3819	0	1.0
293	6826	0	1.0
1014	6287	0	1.0
904	4548	0	1.0
5235	1741	0	1.0
572	7711	0	1.0
3999	7191	0	1.0
2489	6147	0	1.0
693	5139	0	1.0
3559	3683	0	1.0
1776	6615	0	1.0
7311	1325	0	1.0
7220	4165	0	1.0
7456	5774	0	1.0
3374	908	0	1.0
115	3519	0	1.0
7166	5748	0	1.0
4744	370	0	1.0
99	4659	0	1.0
6931	1491	0	1.0
493	6813	0	1.0
2654	3201	0	1.0
2426	1813	0	1.0
619	5595	0	1.0
1697	5477	0	1.0
3051	7569	0	1.0
704	6810	0	1.0
6710	4839	0	1.0
287	6407	0	1.0
4140	4889	0	1.0
5513	485	0	1.0
6451	1663	0	1.0
1971	3418	0	1.0
864	6019	0	1.0
6238	3064	0	1.0
4360	406	0	1.0
852	6661	0	1.0
3449	598	0	1.0
6389	7298	0	1.0
3519	1112	0	1.0
6590	63	0	1.0
5903	6669	0	1.0
6521	6245	0	1.0
3184	1275	0	1.0
6906	2032	0	1.0
4054	110	0	1.0
6673	2572	0	1.0
2359	5449	0	1.0
411	33	0	1.0
805	7445	0	1.0
4364	4158	0	1.0
6181	6888	0	1.0
289	7298	0	1.0
1908	2638	0	1.0
5803	4503	0	1.0
1574	4757	0	1.0
2984	649	0	1.0
1484	4102	0	1.0
3412	5035	0	1.0
2508	990	0	1.0
6658	6615	0	1.0
880	2834	0	1.0
6300	5976	0	1.0
2285	2316	0	1.0
4267	5035	0	1.0
1318	1563	0	1.0
6515	2632	0	1.0
2368	7670	0	1.0
1320	4652	0	1.0
6713	2972	0	1.0
7574	2950	0	1.0
4388	3415	0	1.0
4544	2875	0	1.0
7179	6675	0	1.0
6176	1543	0	1.0
7448	7191	0	1.0
7223	6245	0	1.0
7333	1074	0	1.0
1760	1918	0	1.0
50	2633	0	1.0
822	7484	0	1.0
3793	3046	0	1.0
4595	7233	0	1.0
2423	1248	0	1.0
6015	723	0	1.0
1114	1611	0	1.0
3713	4153	0	1.0
5268	4095	0	1.0
2102	2740	0	1.0
5383	3123	0	1.0
3148	7068	0	1.0
4210	4276	0	1.0
4413	6889	0	1.0
1737	4522	0	1.0
7081	2316	0	1.0
4883	5948	0	1.0
3324	2085	0	1.0
1244	6923	0	1.0
673	3434	0	1.0
331	5933	0	1.0
7354	5208	0	1.0
5932	7119	0	1.0
653	1112	0	1.0
1338	1160	0	1.0
7753	976	0	1.0
7696	2877	0	1.0
915	1411	0	1.0
3517	7413	0	1.0
2994	4090	0	1.0
6652	368	0	1.0
7038	2737	0	1.0
5467	7298	0	1.0
3869	5264	0	1.0
1675	4480	0	1.0
3631	3886	0	1.0
3384	4780	0	1.0
4992	7021	0	1.0
4591	3389	0	1.0
1975	4810	0	1.0
3849	3888	0	1.0
7459	421	0	1.0
4131	2523	0	1.0
5608	4641	0	1.0
4827	509	0	1.0
2260	550	0	1.0
7216	3119	0	1.0
6125	6916	0	1.0
4773	860	0	1.0
2177	602	0	1.0
3025	7068	0	1.0
226	6372	0	1.0
3749	6615	0	1.0
5787	3929	0	1.0
4859	7361	0	1.0
946	5964	0	1.0
2031	1666	0	1.0
4118	2233	0	1.0
5121	753	0	1.0
6664	1025	0	1.0
2607	550	0	1.0
2681	1214	0	1.0
2958	7562	0	1.0
